파일명,파일명 재정리,시청각기록물 등록번호,제목,유형,MIME 유형,Image 사이즈,재생시간,생산일,생산자,제공일,제공자,수집일,수집자,주제어(사업명),주제어(약어),주제어(단위과제),주제어(1차),주제어(2차),위도/경도
민정기3_2010_이갑철.tif,M-A321526.tif,M-A321526,민정기,사진류,image/tiff,4957x3305,,2010-09-25,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
민정기4_2010_이갑철.tif,M-A321527.tif,M-A321527,민정기,사진류,image/tiff,3305x4958,,2010-09-25,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
민정기5_2010_이갑철.TIF,M-A321528.tif,M-A321528,민정기,사진류,image/tiff,4957x3305,,2010-09-25,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
민정기6_2010_이갑철.TIF,M-A321529.tif,M-A321529,민정기,사진류,image/tiff,4957x3305,,2010-09-25,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
손장섭1_2010_이갑철.tif,M-A321530.tif,M-A321530,손장섭,사진류,image/tiff,4957x3305,,2010-10-23,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
손장섭2_2010_이갑철.tif,M-A321531.tif,M-A321531,손장섭,사진류,image/tiff,4957x3305,,2011-01-11,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
손장섭3_2010_이갑철.TIF,M-A321532.tif,M-A321532,손장섭,사진류,image/tiff,3305x4958,,2011-01-11,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
손장섭4_2010_이갑철.TIF,M-A321533.tif,M-A321533,손장섭,사진류,image/tiff,4957x3305,,2011-01-11,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
손장섭5_2010_이갑철.TIF,M-A321534.tif,M-A321534,손장섭,사진류,image/tiff,4957x3305,,2011-01-11,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
손장섭6_2010_이갑철.TIF,M-A321535.tif,M-A321535,손장섭,사진류,image/tiff,4957x3305,,2011-01-11,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
심정수1_2010_이갑철.tif,M-A321536.tif,M-A321536,심정수,사진류,image/tiff,4957x3305,,2010-10-12,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
심정수2_2010_이갑철.tif,M-A321537.tif,M-A321537,심정수,사진류,image/tiff,4957x3305,,2010-10-12,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
심정수3_2010_이갑철.tif,M-A321538.tif,M-A321538,심정수,사진류,image/tiff,4957x3305,,2010-10-12,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
심정수4_2010_이갑철.TIF,M-A321539.tif,M-A321539,심정수,사진류,image/tiff,4957x3305,,2010-10-12,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
심정수5_2010_이갑철.TIF,M-A321540.tif,M-A321540,심정수,사진류,image/tiff,4957x3305,,2010-10-12,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
윤석남1_2010_이갑철.tif,M-A321541.tif,M-A321541,윤석남,사진류,image/tiff,4957x3305,,2010-09-27,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
윤석남2_2010_이갑철.tif,M-A321542.tif,M-A321542,윤석남,사진류,image/tiff,4957x3305,,2010-09-27,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
윤석남3_2010_이갑철.tif,M-A321543.tif,M-A321543,윤석남,사진류,image/tiff,4957x3305,,2010-09-27,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
윤석남4_2010_이갑철.TIF,M-A321544.tif,M-A321544,윤석남,사진류,image/tiff,3305x4958,,2010-09-27,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
윤석남5_2010_이갑철.TIF,M-A321545.tif,M-A321545,윤석남,사진류,image/tiff,4957x3305,,2010-09-27,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
윤석남6_2010_이갑철.TIF,M-A321546.tif,M-A321546,윤석남,사진류,image/tiff,4957x3305,,2010-09-27,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
이반1_2010_이갑철.tif,M-A321547.tif,M-A321547,이반,사진류,image/tiff,4957x3305,,2010-10-22,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
이반2_2010_이갑철.tif,M-A321548.tif,M-A321548,이반,사진류,image/tiff,4957x3305,,2010-10-22,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
이반3_2010_이갑철.tif,M-A321549.tif,M-A321549,이반,사진류,image/tiff,4957x3305,,2010-10-22,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
이반4_2010_이갑철.tif,M-A321550.tif,M-A321550,이반,사진류,image/tiff,4957x3305,,2010-10-22,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
이반5_2010_이갑철.TIF,M-A321551.tif,M-A321551,이반,사진류,image/tiff,3305x4958,,2010-10-22,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
이반6_2010_이갑철.TIF,M-A321552.tif,M-A321552,이반,사진류,image/tiff,4957x3305,,2010-10-22,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
정정엽1_2010_이갑철.tif,M-A321553.tif,M-A321553,정정엽,사진류,image/tiff,4957x3305,,2010-09-20,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
정정엽2_2010_이갑철.tif,M-A321554.tif,M-A321554,정정엽,사진류,image/tiff,4957x3305,,2010-09-20,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
정정엽3_2010_이갑철.tif,M-A321555.tif,M-A321555,정정엽,사진류,image/tiff,4957x3305,,2010-09-20,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
정정엽4_2010_이갑철.tif,M-A321556.tif,M-A321556,정정엽,사진류,image/tiff,4957x3305,,2010-09-24,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
정정엽5_2010_이갑철.TIF,M-A321557.tif,M-A321557,정정엽,사진류,image/tiff,4957x3305,,2010-09-24,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
조성묵1_2010_이갑철.tif,M-A321558.tif,M-A321558,조성묵,사진류,image/tiff,4957x3305,,2010-10-06,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
조성묵2_2010_이갑철.tif,M-A321559.tif,M-A321559,조성묵,사진류,image/tiff,3305x4958,,2010-10-06,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
조성묵3_2010_이갑철.tif,M-A321560.tif,M-A321560,조성묵,사진류,image/tiff,3305x4958,,2010-10-06,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
조성묵4_2010_이갑철.TIF,M-A321561.tif,M-A321561,조성묵,사진류,image/tiff,4957x3305,,2010-10-06,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
조성묵5_2010_이갑철.TIF,M-A321562.tif,M-A321562,조성묵,사진류,image/tiff,3305x4958,,2010-10-06,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
조성묵6_2010_이갑철.TIF,M-A321563.tif,M-A321563,조성묵,사진류,image/tiff,4957x3305,,2010-10-06,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
주재환1_2010_이갑철.tif,M-A321564.tif,M-A321564,주재환,사진류,image/tiff,3305x4958,,2010-10-05,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
주재환2_2010_이갑철.tif,M-A321565.tif,M-A321565,주재환,사진류,image/tiff,4957x3305,,2010-10-05,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
주재환3_2010_이갑철.tif,M-A321566.tif,M-A321566,주재환,사진류,image/tiff,4957x3305,,2010-10-05,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
주재환4_2010_이갑철.TIF,M-A321567.tif,M-A321567,주재환,사진류,image/tiff,4957x3305,,2010-10-05,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
주재환5_2010_이갑철.TIF,M-A321568.tif,M-A321568,주재환,사진류,image/tiff,4957x3305,,2010-10-05,이갑철,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도 미술인,인물,
가평_1981_83_최광호.tif,M-A321569.tif,M-A321569,가평_1981,사진류,image/tiff,3796x5600,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
가평2_1981_83_최광호.tif,M-A321570.tif,M-A321570,가평_1981,사진류,image/tiff,3744x5574,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
광명_1981_83_최광호.tif,M-A321571.tif,M-A321571,광명_1981,사진류,image/tiff,3762x5600,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
광명2_1981_83_최광호.tif,M-A321572.tif,M-A321572,광명_1981,사진류,image/tiff,3784x5634,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
광주_1981_83_최광호.tif,M-A321573.tif,M-A321573,광주_1981,사진류,image/tiff,3761x5600,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
김포_1981_83_최광호.tif,M-A321574.tif,M-A321574,김포_1981,사진류,image/tiff,3762x5600,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
김포2_1981_83_최광호.tif,M-A321575.tif,M-A321575,김포_1981,사진류,image/tiff,3752x5586,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
김포3_1981_83_최광호.tif,M-A321576.tif,M-A321576,김포_1981,사진류,image/tiff,3761x5600,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
남양주_1981_83_최광호.tif,M-A321577.tif,M-A321577,남양주_1981,사진류,image/tiff,3728x5550,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
남양주2_1981_83_최광호.tif,M-A321578.tif,M-A321578,남양주_1981,사진류,image/tiff,3710x5524,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
동두천_1981_83_최광호.tif,M-A321579.tif,M-A321579,동두천_1981,사진류,image/tiff,3829x5701,,1980-01-24,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
동두천2_1981_83_최광호.tif,M-A321580.tif,M-A321580,동두천_1981,사진류,image/tiff,3750x5584,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
동두천3_1981_83_최광호.tif,M-A321581.tif,M-A321581,동두천_1981,사진류,image/tiff,5600x3762,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
부천_1981_83_최광호.tif,M-A321582.tif,M-A321582,부천_1981,사진류,image/tiff,3758x5595,,1980-01-24,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
부천2_1981_83_최광호.tif,M-A321583.tif,M-A321583,부천_1981,사진류,image/tiff,5600x3764,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
성남_1981_83_최광호.tif,M-A321584.tif,M-A321584,성남_1981,사진류,image/tiff,3749x5582,,1980-01-24,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
성남2_1981_83_최광호.tif,M-A321585.tif,M-A321585,성남_1981,사진류,image/tiff,3761x5600,,1980-01-24,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
성남3_1981_83_최광호.tif,M-A321586.tif,M-A321586,성남_1981,사진류,image/tiff,5598x3760,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
성남4_1981_83_최광호.tif,M-A321587.tif,M-A321587,성남_1981,사진류,image/tiff,5600x3761,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
성남5_1981_83_최광호.tif,M-A321588.tif,M-A321588,성남_1981,사진류,image/tiff,3761x5600,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
성남인근_1978_최광호.tif,M-A321589.tif,M-A321589,성남인근_1978,사진류,image/tiff,3750x5583,,1980-01-25,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
송탄_1982_최광호.tif,M-A321590.tif,M-A321590,송탄_1982,사진류,image/tiff,3750x5583,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
송탄2__1981_83_최광호.tif,M-A321591.tif,M-A321591,송탄__1981,사진류,image/tiff,5575x3744,,1980-01-24,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
수원_1981_83_최광호.tif,M-A321592.tif,M-A321592,수원_1981,사진류,image/tiff,5548x3726,,1980-01-24,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
수원10_1981_83_최광호.tif,M-A321593.tif,M-A321593,수원_1981,사진류,image/tiff,3762x5600,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
수원11_1977_최광호.jpg,M-A321594.jpg,M-A321594,수원_1977,사진류,image/jpeg,9907x9800,,2018-07-20,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
수원2_1981_83_최광호.tif,M-A321595.tif,M-A321595,수원_1981,사진류,image/tiff,3754x5589,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
수원3_1981_83_최광호.tif,M-A321596.tif,M-A321596,수원_1981,사진류,image/tiff,3762x5600,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
수원4_1981_83_최광호.tif,M-A321597.tif,M-A321597,수원_1981,사진류,image/tiff,5600x3761,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
수원5_1981_83_최광호.tif,M-A321598.tif,M-A321598,수원_1981,사진류,image/tiff,3761x5600,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
수원6_1981_83_최광호.tif,M-A321599.tif,M-A321599,수원_1981,사진류,image/tiff,3753x5588,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
수원7_1981_83_최광호.tif,M-A321600.tif,M-A321600,수원_1981,사진류,image/tiff,5600x3761,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
수원8_1981_83_최광호.tif,M-A321601.tif,M-A321601,수원_1981,사진류,image/tiff,5598x3760,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
수원9_1981_83_최광호.tif,M-A321602.tif,M-A321602,수원_1981,사진류,image/tiff,3756x5591,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
수원역_1981_83_최광호.tif,M-A321603.tif,M-A321603,수원역_1981,사진류,image/tiff,3761x5600,,1980-01-24,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
수인선__1977_최광호.jpg,M-A321604.jpg,M-A321604,수인선__1977,사진류,image/jpeg,9948x9767,,2018-07-20,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
시흥아파트_1981_83_최광호.tif,M-A321605.tif,M-A321605,시흥아파트_1981,사진류,image/tiff,5600x3762,,1980-01-24,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
양평_1981_83_최광호.tif,M-A321606.tif,M-A321606,양평_1981,사진류,image/tiff,3752x5586,,1980-01-24,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
양평2_1981_83_최광호.tif,M-A321607.tif,M-A321607,양평_1981,사진류,image/tiff,5649x3794,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
연천_1981_83_최광호.tif,M-A321608.tif,M-A321608,연천_1981,사진류,image/tiff,3859x5746,,1980-01-24,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
연천2_1981_83_최광호.tif,M-A321609.tif,M-A321609,연천_1981,사진류,image/tiff,3741x5569,,1980-01-24,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
연천3_1981_83_최광호.tif,M-A321610.tif,M-A321610,연천_1981,사진류,image/tiff,3757x5594,,1980-01-24,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
연천역_1982_최광호.tif,M-A321611.tif,M-A321611,연천역_1982,사진류,image/tiff,3750x5584,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
용인_1981_83_최광호.tif,M-A321612.tif,M-A321612,용인_1981,사진류,image/tiff,3761x5600,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
용인2_1981_83_최광호.tif,M-A321613.tif,M-A321613,용인_1981,사진류,image/tiff,3768x5600,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
의정부_1981_83_최광호.tif,M-A321614.tif,M-A321614,의정부_1981,사진류,image/tiff,5600x3761,,1980-01-24,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
의정부2_1981_83_최광호.tif,M-A321615.tif,M-A321615,의정부_1981,사진류,image/tiff,5600x3761,,1980-01-24,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
의정부3_1981_83_최광호.tif,M-A321616.tif,M-A321616,의정부_1981,사진류,image/tiff,3761x5600,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
일산_1981_83_최광호.tif,M-A321617.tif,M-A321617,일산_1981,사진류,image/tiff,3738x5565,,1980-01-25,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
평택_1981_83_최광호.tif,M-A321618.tif,M-A321618,평택_1981,사진류,image/tiff,3745x5576,,1980-01-24,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
평택2_1981_83_최광호.tif,M-A321619.tif,M-A321619,평택_1981,사진류,image/tiff,3765x5606,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
포천_1981_83_최광호.tif,M-A321620.tif,M-A321620,포천_1981,사진류,image/tiff,5600x3762,,1980-01-24,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
포천2_1981_83_최광호.tif,M-A321621.tif,M-A321621,포천_1981,사진류,image/tiff,3758x5596,,1980-01-21,최광호,2018-08-07,최연하,2018-08-23,이상민,경기천년 기록 아카이브,경기기록,대여작품,경기도의 80년대초,풍경,
