파일명	파일명 재정리	시청각기록물 등록번호	생산(수집) 등록번호	제목	유형	MIME 유형	File 유형	File 사이즈	Image 사이즈	재생시간	생산일	생산자	제공일	제공자	수집일	수집자	주제어(사업명)	주제어(약어)	주제어(단위과제)	주제어(과업)	주제어(주제)	주제어(피사체유형)	주제어(계절)	주제어(지역)	위도/경도	MD5 Checksum
윤석남3_2010_이갑철.tif	A321686M321568.tif	M-A321568	1431052-A321686	윤석남	사진류	image/tiff	tif	47 MB	4957x3305		2010-09-27	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				0a7232a5c83c9bb60e586ff3c8dbcf06
윤석남4_2010_이갑철.TIF	A321687M321569.tif	M-A321569	1431052-A321687	윤석남	사진류	image/tiff	tif	94 MB	3305x4958		2010-09-27	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				9d335213141120466c32a79c28f30f6d
윤석남5_2010_이갑철.TIF	A321688M321570.tif	M-A321570	1431052-A321688	윤석남	사진류	image/tiff	tif	94 MB	4957x3305		2010-09-27	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				28803c5fd68b6b600ca2194f20779cbd
윤석남6_2010_이갑철.TIF	A321689M321571.tif	M-A321571	1431052-A321689	윤석남	사진류	image/tiff	tif	94 MB	4957x3305		2010-09-27	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				e482d77c26b036e32bafca08ae314ae8
이반1_2010_이갑철.tif	A321690M321572.tif	M-A321572	1431052-A321690	이반	사진류	image/tiff	tif	47 MB	4957x3305		2010-10-22	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				82309547595df676b70561a490530627
이반2_2010_이갑철.tif	A321691M321573.tif	M-A321573	1431052-A321691	이반	사진류	image/tiff	tif	47 MB	4957x3305		2010-10-22	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				fb6ccbca67205ff13ec3a759653294f1
이반3_2010_이갑철.tif	A321692M321574.tif	M-A321574	1431052-A321692	이반	사진류	image/tiff	tif	47 MB	4957x3305		2010-10-22	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				2a392e28f063dc1d149a07108bd3d830
이반4_2010_이갑철.tif	A321693M321575.tif	M-A321575	1431052-A321693	이반	사진류	image/tiff	tif	47 MB	4957x3305		2010-10-22	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				622687b86104a9a75e2077853190e6bf
이반5_2010_이갑철.TIF	A321694M321576.tif	M-A321576	1431052-A321694	이반	사진류	image/tiff	tif	94 MB	3305x4958		2010-10-22	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				90db7ac696ae849d4651b5b598b8747e
이반6_2010_이갑철.TIF	A321695M321577.tif	M-A321577	1431052-A321695	이반	사진류	image/tiff	tif	94 MB	4957x3305		2010-10-22	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				2ba301292cb17bfd0b16f91cb0e13ce6
정정엽1_2010_이갑철.tif	A321696M321578.tif	M-A321578	1431052-A321696	정정엽	사진류	image/tiff	tif	47 MB	4957x3305		2010-09-20	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				79f7e18df82fd46d800534b4ec0f0157
정정엽2_2010_이갑철.tif	A321697M321579.tif	M-A321579	1431052-A321697	정정엽	사진류	image/tiff	tif	47 MB	4957x3305		2010-09-20	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				0e97b19aabc9b3b2408ca52c3d29829e
정정엽3_2010_이갑철.tif	A321698M321580.tif	M-A321580	1431052-A321698	정정엽	사진류	image/tiff	tif	47 MB	4957x3305		2010-09-20	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				6af3d226c0b376f8f2a981192987fa0f
정정엽4_2010_이갑철.tif	A321699M321581.tif	M-A321581	1431052-A321699	정정엽	사진류	image/tiff	tif	47 MB	4957x3305		2010-09-24	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				20a89fc9f2acdff726a7edfed50dcd62
정정엽5_2010_이갑철.TIF	A321700M321582.tif	M-A321582	1431052-A321700	정정엽	사진류	image/tiff	tif	94 MB	4957x3305		2010-09-24	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				33a36ba01f992ba54a3853575e44fdf7
조성묵1_2010_이갑철.tif	A321701M321583.tif	M-A321583	1431052-A321701	조성묵	사진류	image/tiff	tif	47 MB	4957x3305		2010-10-06	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				38b753a69067e749a463436f4c48e5e2
조성묵2_2010_이갑철.tif	A321702M321584.tif	M-A321584	1431052-A321702	조성묵	사진류	image/tiff	tif	47 MB	3305x4958		2010-10-06	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				5e6aea05897ae3b34fadf12c26e5f522
조성묵3_2010_이갑철.tif	A321703M321585.tif	M-A321585	1431052-A321703	조성묵	사진류	image/tiff	tif	47 MB	3305x4958		2010-10-06	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				1a10854b4349128f2ff565f973452471
조성묵4_2010_이갑철.TIF	A321704M321586.tif	M-A321586	1431052-A321704	조성묵	사진류	image/tiff	tif	94 MB	4957x3305		2010-10-06	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				656bf2fac3464850445308d7d2ddac7a
조성묵5_2010_이갑철.TIF	A321705M321587.tif	M-A321587	1431052-A321705	조성묵	사진류	image/tiff	tif	94 MB	3305x4958		2010-10-06	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				069ecef9a655c080e6eb922ed68aeb57
조성묵6_2010_이갑철.TIF	A321706M321588.tif	M-A321588	1431052-A321706	조성묵	사진류	image/tiff	tif	94 MB	4957x3305		2010-10-06	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				1f309ed56b088255ae6692aa3671192c
주재환1_2010_이갑철.tif	A321707M321589.tif	M-A321589	1431052-A321707	주재환	사진류	image/tiff	tif	47 MB	3305x4958		2010-10-05	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				b8c759b48de4a2de2f46514258477b89
주재환2_2010_이갑철.tif	A321708M321590.tif	M-A321590	1431052-A321708	주재환	사진류	image/tiff	tif	47 MB	4957x3305		2010-10-05	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				25126ecb1198f20b252f7a86eda96250
주재환3_2010_이갑철.tif	A321709M321591.tif	M-A321591	1431052-A321709	주재환	사진류	image/tiff	tif	47 MB	4957x3305		2010-10-05	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				d2a689c45f16f426f1f813589c64a4fd
주재환4_2010_이갑철.TIF	A321710M321592.tif	M-A321592	1431052-A321710	주재환	사진류	image/tiff	tif	94 MB	4957x3305		2010-10-05	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				3a848ab1661409b813435d1dc11911f6
주재환5_2010_이갑철.TIF	A321711M321593.tif	M-A321593	1431052-A321711	주재환	사진류	image/tiff	tif	94 MB	4957x3305		2010-10-05	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	경기도의미술인	인물				91bfae01d9a5a65c2ca7a9d47d1f53f1
수인선__1977_최광호	A321747M321629.jpg	M-A321629	1431052-A321747	수인선__1977	사진류	image/jpeg	jpg	65 MB	9948x9767		2018-07-20	최광호	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	경기도 아카이브를 예술로 해석하기	대여작품	80년대초의경기도	풍경	여름			73ef1c20a690731b5dc19f1086a4e336
